county,category,taxonomic_group,taxonomic_subgroup,scientific_name,common_name
Albany,Plant,Flowering Plants,Sedges,Carex bushii,Bush's Sedge
Albany,Plant,Flowering Plants,Sedges,Carex buxbaumii,Brown Bog Sedge
Albany,Plant,Flowering Plants,Sedges,Carex davisii,Davis' Sedge
Albany,Plant,Flowering Plants,Sedges,Carex lupuliformis,False Hop Sedge
Albany,Plant,Flowering Plants,Sedges,Carex retroflexa,Reflexed Sedge
Albany,Plant,Flowering Plants,Sedges,Carex molesta,Troublesome Sedge
Albany,Plant,Flowering Plants,Grasses,Digitaria filiformis var. filiformis,Slender Crab Grass
Albany,Plant,Flowering Plants,Sedges,Eleocharis ovata,Ovate Spike Rush
Albany,Plant,Flowering Plants,Other Flowering Plants,Pycnanthemum verticillatum var. verticillatum,Whorled Mountain Mint
Albany,Plant,Flowering Plants,Other Flowering Plants,Hedeoma hispida,Rough Pennyroyal
Albany,Plant,Flowering Plants,Orchids,Cypripedium reginae,Showy Lady's Slipper
Albany,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens beckii,Beck's Water Marigold
Albany,Plant,Flowering Plants,Grasses,Poa paludigena,Slender Marsh Blue Grass
Albany,Plant,Flowering Plants,Orchids,Malaxis bayardii,Bayard's Adder's Mouth
Albany,Plant,Flowering Plants,Other Flowering Plants,Lycopus rubellus,Stalked Bugleweed
Albany,Plant,Flowering Plants,Other Flowering Plants,Heteranthera reniformis,Kidney-leaved Mud Plantain
Albany,Plant,Flowering Plants,Grasses,Calamagrostis stricta ssp. inexpansa,New England Northern Reed Grass
Albany,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. parviflorum,Small Southern Yellow Lady's Slipper
Albany,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. makasin,Small Northern Yellow Lady's Slipper
Albany,Plant,Flowering Plants,Other Flowering Plants,Veronicastrum virginicum,Culver's Root
Albany,Plant,Flowering Plants,Other Flowering Plants,Oxalis violacea,Violet Wood Sorrel
Albany,Plant,Flowering Plants,Sedges,Carex cryptolepis,Small Yellow Sedge
Albany,Plant,Flowering Plants,Sedges,Cyperus lupulinus ssp. lupulinus,Great Plains Flatsedge
Albany,Plant,Flowering Plants,Other Flowering Plants,Sagittaria montevidensis ssp. spongiosa,Spongy Arrowhead
Albany,Plant,Flowering Plants,Other Flowering Plants,Desmodium obtusum,Stiff Tick Trefoil
Albany,Plant,Flowering Plants,Other Flowering Plants,Desmodium ciliare,Little-leaf Tick Trefoil
Albany,Plant,Flowering Plants,Other Flowering Plants,Hackelia deflexa ssp. americana,Northern Stickseed
Albany,Plant,Flowering Plants,Other Flowering Plants,Blephilia ciliata,Downy Wood Mint
Albany,Plant,Flowering Plants,Other Flowering Plants,Angelica venenosa,Hairy Angelica
Albany,Plant,Flowering Plants,Sedges,Carex backii,Back's Sedge
Albany,Plant,Flowering Plants,Grasses,Sporobolus heterolepis,Prairie Dropseed
Albany,Plant,Flowering Plants,Grasses,Poa sylvestris,Forest Blue Grass
Albany,Plant,Flowering Plants,Sedges,Cyperus houghtonii,Houghton's Flat Sedge
Albany,Plant,Flowering Plants,Sedges,Cyperus odoratus,Fragrant Flat Sedge
Albany,Plant,Flowering Plants,Other Flowering Plants,Hypericum ascyron ssp. pyramidatum,Great St. John's Wort
Albany,Plant,Flowering Plants,Other Flowering Plants,Oenothera laciniata,Cut-leaved Evening Primrose
Albany,Plant,Flowering Plants,Sedges,Carex jamesii,James' Sedge
Albany,Plant,Flowering Plants,Other Flowering Plants,Crataegus lumaria,Thorny Hawthorn
Albany,Plant,Flowering Plants,Sedges,Cyperus erythrorhizos,Red-rooted Flat Sedge
Albany,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago ptarmicoides,Upland Goldenrod
Albany,Plant,Flowering Plants,Other Flowering Plants,Hydrastis canadensis,Goldenseal
Albany,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago ohioensis,Ohio Goldenrod
Albany,Plant,Flowering Plants,Orchids,Triphora trianthophoros ssp. trianthophoros,Nodding Pogonia
Albany,Plant,Flowering Plants,Sedges,Carex muehlenbergii var. enervis,Muhlenberg's Veinless Sedge
Albany,Plant,Flowering Plants,Sedges,Carex frankii,Frank's Sedge
Albany,Plant,Flowering Plants,Other Flowering Plants,Physalis virginiana var. virginiana,Virginia Ground Cherry
Albany,Plant,Flowering Plants,Sedges,Carex glaucodea,Glaucous Sedge
Albany,Plant,Flowering Plants,Other Flowering Plants,Lithospermum virginianum,Virginia False Gromwell
Albany,Plant,Flowering Plants,Other Flowering Plants,Pterospora andromedea,Pinedrops
Albany,Plant,Flowering Plants,Orchids,Cypripedium arietinum,Ram's-head Lady's Slipper
Albany,Plant,Flowering Plants,Other Flowering Plants,Polygonum buxiforme,Small's Knotweed
Albany,Plant,Flowering Plants,Sedges,Scleria triglomerata,Whip Nut Sedge
Albany,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Gamochaeta purpurea,Purple Everlasting
Albany,Plant,Flowering Plants,Other Flowering Plants,Stachys hyssopifolia var. hyssopifolia,Rough Hedge Nettle
Albany,Plant,Flowering Plants,Other Flowering Plants,Pedicularis lanceolata,Swamp Lousewort
Albany,Plant,Flowering Plants,Sedges,Carex amphibola,Ambiguous Sedge
Albany,Plant,Flowering Plants,Other Flowering Plants,Desmodium laevigatum,Smooth Tick Trefoil
Albany,Plant,Flowering Plants,Sedges,Carex haydenii,Cloud Sedge
Albany,Plant,Flowering Plants,Other Flowering Plants,Najas muenscheri,Hudson River Water Nymph
Albany,Plant,Flowering Plants,Other Flowering Plants,Trillium cernuum,Nodding Trillium
Albany,Plant,Flowering Plants,Other Flowering Plants,Lespedeza frutescens,Violet Bush Clover
Albany,Plant,Flowering Plants,Sedges,Scirpus georgianus,Georgia Bulrush
Albany,Plant,Flowering Plants,Other Flowering Plants,Trichostema brachiatum,False Pennyroyal
Albany,Plant,Flowering Plants,Other Flowering Plants,Viola pedata var. pedata,Bird's-foot Violet
Albany,Plant,Flowering Plants,Other Flowering Plants,Desmodium nuttallii,Nuttall's Tick Trefoil
Albany,Plant,Flowering Plants,Sedges,Cyperus schweinitzii,Schweinitz's Flat Sedge
Albany,Plant,Flowering Plants,Grasses,Bouteloua curtipendula var. curtipendula,Side-oats Grama
Albany,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. pubescens,Large Yellow Lady's Slipper
Albany,Plant,Flowering Plants,Other Flowering Plants,Lupinus perennis ssp. perennis,Wild Lupine
Albany,Plant,Flowering Plants,Other Flowering Plants,Andersonglossum boreale,Northern Wild Comfrey
Albany,Plant,Flowering Plants,Other Flowering Plants,Plantago cordata,Heart-leaved Plantain
Albany,Plant,Flowering Plants,Other Flowering Plants,Panax quinquefolius,American Ginseng
Albany,Plant,Flowering Plants,Other Flowering Plants,Boechera grahamii,Purple Rock Cress
Albany,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Liatris scariosa var. novae-angliae,Northern Blazing Star
Albany,Plant,Flowering Plants,Other Flowering Plants,Rotala ramosior,Tooth Cup
Albany,Plant,Flowering Plants,Other Flowering Plants,Borodinia missouriensis,Green Rock Cress
Albany,Plant,Mosses,Other Mosses,Myurella julacea,Small Mousetail Moss
Allegany,Animal,Amphibians,Frogs and Toads,Pseudacris triseriata,Western Chorus Frog
Allegany,Animal,Amphibians,Frogs and Toads,Anaxyrus americanus,American Toad
Allegany,Animal,Amphibians,Frogs and Toads,Anaxyrus fowleri,Fowler's Toad
Allegany,Animal,Amphibians,Salamanders,Ambystoma laterale,Blue-spotted Salamander
Allegany,Animal,Amphibians,Frogs and Toads,Hyla versicolor,Gray Treefrog
Allegany,Animal,Amphibians,Salamanders,Ambystoma maculatum,Spotted Salamander
Allegany,Animal,Amphibians,Frogs and Toads,Lithobates catesbeianus,Bullfrog
Allegany,Animal,Amphibians,Frogs and Toads,Lithobates clamitans,Green Frog
Allegany,Animal,Amphibians,Salamanders,Desmognathus fuscus,Dusky Salamander
Allegany,Animal,Amphibians,Frogs and Toads,Lithobates palustris,Pickerel Frog
Allegany,Animal,Amphibians,Salamanders,Desmognathus ochrophaeus,Allegheny Mountain Dusky Salamander
Allegany,Animal,Amphibians,Salamanders,Eurycea bislineata,Northern Two-lined Salamander
Allegany,Animal,Amphibians,Frogs and Toads,Lithobates pipiens,Northern Leopard Frog
Allegany,Animal,Amphibians,Salamanders,Eurycea longicauda,Longtail Salamander
Allegany,Animal,Amphibians,Salamanders,Ambystoma jeffersonianum x laterale,Jefferson Salamander Complex
Allegany,Animal,Amphibians,Frogs and Toads,Lithobates sylvaticus,Wood Frog
Allegany,Animal,Amphibians,Salamanders,Gyrinophilus porphyriticus,Spring Salamander
Allegany,Animal,Amphibians,Salamanders,Necturus maculosus,Mudpuppy
Allegany,Animal,Amphibians,Salamanders,Ambystoma jeffersonianum,Jefferson Salamander
Allegany,Animal,Amphibians,Salamanders,Notophthalmus viridescens,Eastern Newt
Allegany,Animal,Amphibians,Salamanders,Plethodon cinereus,Redback Salamander
Allegany,Animal,Amphibians,Salamanders,Plethodon glutinosus,Northern Slimy Salamander
Allegany,Animal,Amphibians,Salamanders,Plethodon wehrlei,Wehrle's Salamander
Allegany,Animal,Amphibians,Salamanders,Pseudotriton ruber,Red Salamander
Allegany,Animal,Amphibians,Frogs and Toads,Pseudacris crucifer,Spring Peeper
Allegany,Animal,Amphibians,Salamanders,Cryptobranchus alleganiensis,Hellbender
Allegany,Animal,Beetles,Tiger Beetles,Cicindela marginipennis,Cobblestone Tiger Beetle
Allegany,Animal,Beetles,Tiger Beetles,Cicindela ancocisconensis,Appalachian Tiger Beetle
Allegany,Animal,Birds,Woodpeckers,Sphyrapicus varius,Yellow-bellied Sapsucker
Allegany,Animal,Birds,Wood-Warblers,Cardellina canadensis,Canada Warbler
Allegany,Animal,Birds,Wood-Warblers,Geothlypis philadelphia,Mourning Warbler
Allegany,Animal,Birds,Wood-Warblers,Geothlypis trichas,Common Yellowthroat
Allegany,Animal,Birds,Wood-Warblers,Mniotilta varia,Black-and-white Warbler
Allegany,Animal,Birds,Wood-Warblers,Oreothlypis ruficapilla,Nashville Warbler
Allegany,Animal,Birds,Wood-Warblers,Parkesia motacilla,Louisiana Waterthrush
Allegany,Animal,Birds,Wood-Warblers,Parkesia noveboracensis,Northern Waterthrush
Allegany,Animal,Birds,Wood-Warblers,Seiurus aurocapilla,Ovenbird
Allegany,Animal,Birds,Wood-Warblers,Setophaga americana,Northern Parula
Allegany,Animal,Birds,Wood-Warblers,Setophaga caerulescens,Black-throated Blue Warbler
Allegany,Animal,Birds,Wood-Warblers,Setophaga cerulea,Cerulean Warbler
Allegany,Animal,Birds,Wood-Warblers,Setophaga citrina,Hooded Warbler
Allegany,Animal,Birds,Wood-Warblers,Setophaga coronata,Yellow-rumped Warbler
Allegany,Animal,Birds,Wood-Warblers,Setophaga discolor,Prairie Warbler
Allegany,Animal,Birds,Wood-Warblers,Setophaga fusca,Blackburnian Warbler
Allegany,Animal,Birds,Wood-Warblers,Setophaga magnolia,Magnolia Warbler
Allegany,Animal,Birds,Wood-Warblers,Setophaga pensylvanica,Chestnut-sided Warbler
Allegany,Animal,Birds,Wood-Warblers,Setophaga petechia,Yellow Warbler
Allegany,Animal,Birds,Wood-Warblers,Setophaga pinus,Pine Warbler
Allegany,Animal,Birds,Wood-Warblers,Setophaga ruticilla,American Redstart
Allegany,Animal,Birds,Wood-Warblers,Setophaga virens,Black-throated Green Warbler
Allegany,Animal,Birds,Wood-Warblers,Vermivora chrysoptera,Golden-winged Warbler
Allegany,Animal,Birds,Wood-Warblers,Vermivora chrysoptera x cyanoptera,Lawrence's Warbler
Allegany,Animal,Birds,Wood-Warblers,Vermivora cyanoptera,Blue-winged Warbler
Allegany,Animal,Birds,Wrens,Cistothorus palustris,Marsh Wren
Allegany,Animal,Birds,Wrens,Thryothorus ludovicianus,Carolina Wren
Allegany,Animal,Birds,Wrens,Troglodytes aedon,House Wren
Allegany,Animal,Birds,Wrens,Troglodytes hiemalis,Winter Wren
Allegany,Animal,Birds,Sparrows and Towhees,Passerculus sandwichensis,Savannah Sparrow
Allegany,Animal,Birds,Sparrows and Towhees,Pipilo erythrophthalmus,Eastern Towhee
Allegany,Animal,Birds,Sparrows and Towhees,Pooecetes gramineus,Vesper Sparrow
Allegany,Animal,Birds,Sparrows and Towhees,Spizella passerina,Chipping Sparrow
Allegany,Animal,Birds,Sparrows and Towhees,Spizella pusilla,Field Sparrow
Allegany,Animal,Birds,Sparrows and Towhees,Zonotrichia albicollis,White-throated Sparrow
Allegany,Animal,Birds,Starlings,Sturnus vulgaris,European Starling
Allegany,Animal,Birds,Swallows,Hirundo rustica,Barn Swallow
Allegany,Animal,Birds,Swallows,Petrochelidon pyrrhonota,Cliff Swallow
Allegany,Animal,Birds,Swallows,Progne subis,Purple Martin
Allegany,Animal,Birds,Swallows,Riparia riparia,Bank Swallow
Allegany,Animal,Birds,Swallows,Stelgidopteryx serripennis,Northern Rough-winged Swallow
Allegany,Animal,Birds,Swallows,Tachycineta bicolor,Tree Swallow
Allegany,Animal,Birds,Thrushes and Bluebirds,Catharus fuscescens,Veery
Allegany,Animal,Birds,Thrushes and Bluebirds,Catharus guttatus,Hermit Thrush
Allegany,Animal,Birds,Thrushes and Bluebirds,Catharus ustulatus,Swainson's Thrush
Allegany,Animal,Birds,Thrushes and Bluebirds,Sialia sialis,Eastern Bluebird
Allegany,Animal,Birds,Thrushes and Bluebirds,Turdus migratorius,American Robin
Allegany,Animal,Birds,Vireos,Vireo flavifrons,Yellow-throated Vireo
Allegany,Animal,Birds,Vireos,Vireo gilvus,Warbling Vireo
Allegany,Animal,Birds,Vireos,Vireo olivaceus,Red-eyed Vireo
Allegany,Animal,Birds,Vireos,Vireo solitarius,Blue-headed Vireo
Allegany,Animal,Birds,Waxwings,Bombycilla cedrorum,Cedar Waxwing
Allegany,Animal,Birds,Woodpeckers,Colaptes auratus,Northern Flicker
Allegany,Animal,Birds,Woodpeckers,Dryocopus pileatus,Pileated Woodpecker
Allegany,Animal,Birds,Woodpeckers,Melanerpes carolinus,Red-bellied Woodpecker
Allegany,Animal,Birds,Woodpeckers,Melanerpes erythrocephalus,Red-headed Woodpecker
Allegany,Animal,Birds,Woodpeckers,Picoides pubescens,Downy Woodpecker
Allegany,Animal,Birds,Woodpeckers,Picoides villosus,Hairy Woodpecker
Allegany,Animal,Birds,Wood-Warblers,Icteria virens,Yellow-breasted Chat
Allegany,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Haliaeetus leucocephalus,Bald Eagle
Allegany,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe
Allegany,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ardea herodias,Great Blue Heron
Allegany,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern
Allegany,Animal,Birds,Thrushes and Bluebirds,Hylocichla mustelina,Wood Thrush
Allegany,Animal,Birds,"Grouse, Pheasants, Turkeys",Colinus virginianus,Northern Bobwhite
Allegany,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Butorides virescens,Green Heron
Allegany,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Nycticorax nycticorax,Black-crowned Night-Heron
Allegany,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Botaurus lentiginosus,American Bittern
Allegany,Animal,Birds,Cuckoos,Coccyzus erythropthalmus,Black-billed Cuckoo
Allegany,Animal,Birds,"Ducks, Geese, Waterfowl",Aix sponsa,Wood Duck
Allegany,Animal,Birds,"Ducks, Geese, Waterfowl",Anas discors,Blue-winged Teal
Allegany,Animal,Birds,"Ducks, Geese, Waterfowl",Anas platyrhynchos,Mallard
Allegany,Animal,Birds,"Ducks, Geese, Waterfowl",Anas rubripes,American Black Duck
Allegany,Animal,Birds,"Ducks, Geese, Waterfowl",Branta canadensis,Canada Goose
Allegany,Animal,Birds,"Ducks, Geese, Waterfowl",Cygnus olor,Mute Swan
Allegany,Animal,Birds,"Ducks, Geese, Waterfowl",Lophodytes cucullatus,Hooded Merganser
Allegany,Animal,Birds,"Ducks, Geese, Waterfowl",Mergus merganser,Common Merganser
Allegany,Animal,Birds,Finches and Crossbills,Haemorhous mexicanus,House Finch
Allegany,Animal,Birds,Finches and Crossbills,Haemorhous purpureus,Purple Finch
Allegany,Animal,Birds,Finches and Crossbills,Loxia curvirostra,Red Crossbill
Allegany,Animal,Birds,Finches and Crossbills,Loxia leucoptera,White-winged Crossbill
Allegany,Animal,Birds,Finches and Crossbills,Spinus pinus,Pine Siskin
Allegany,Animal,Birds,Finches and Crossbills,Spinus tristis,American Goldfinch
Allegany,Animal,Birds,Flycatchers,Contopus virens,Eastern Wood-Pewee
Allegany,Animal,Birds,Flycatchers,Empidonax alnorum,Alder Flycatcher
Allegany,Animal,Birds,Flycatchers,Empidonax minimus,Least Flycatcher
Allegany,Animal,Birds,Flycatchers,Empidonax traillii,Willow Flycatcher
Allegany,Animal,Birds,Flycatchers,Empidonax virescens,Acadian Flycatcher
Allegany,Animal,Birds,Flycatchers,Myiarchus crinitus,Great Crested Flycatcher
Allegany,Animal,Birds,Flycatchers,Sayornis phoebe,Eastern Phoebe
Allegany,Animal,Birds,Flycatchers,Tyrannus tyrannus,Eastern Kingbird
Allegany,Animal,Birds,Gnatcatchers,Polioptila caerulea,Blue-gray Gnatcatcher
Allegany,Animal,Birds,"Grouse, Pheasants, Turkeys",Bonasa umbellus,Ruffed Grouse
Allegany,Animal,Birds,"Grouse, Pheasants, Turkeys",Meleagris gallopavo,Wild Turkey
Allegany,Animal,Birds,"Grouse, Pheasants, Turkeys",Phasianus colchicus,Ring-necked Pheasant
Allegany,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Actitis macularius,Spotted Sandpiper
Allegany,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Bartramia longicauda,Upland Sandpiper
Allegany,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Charadrius vociferus,Killdeer
Allegany,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Gallinago delicata,Wilson's Snipe
Allegany,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Scolopax minor,American Woodcock
Allegany,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter cooperii,Cooper's Hawk
Allegany,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter gentilis,Northern Goshawk
Allegany,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter striatus,Sharp-shinned Hawk
Allegany,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo jamaicensis,Red-tailed Hawk
Allegany,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo lineatus,Red-shouldered Hawk
Allegany,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo platypterus,Broad-winged Hawk
Allegany,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Cathartes aura,Turkey Vulture
Allegany,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Circus cyaneus,Northern Harrier
Allegany,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco peregrinus,Peregrine Falcon
Allegany,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco sparverius,American Kestrel
Allegany,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Pandion haliaetus,Osprey
Allegany,Animal,Birds,Hummingbirds and Swifts,Archilochus colubris,Ruby-throated Hummingbird
Allegany,Animal,Birds,Hummingbirds and Swifts,Chaetura pelagica,Chimney Swift
Allegany,Animal,Birds,Kingfishers,Megaceryle alcyon,Belted Kingfisher
Allegany,Animal,Birds,Kinglets,Regulus satrapa,Golden-crowned Kinglet
Allegany,Animal,Birds,Larks,Eremophila alpestris,Horned Lark
Allegany,Animal,Birds,Mockingbirds and Thrashers,Dumetella carolinensis,Gray Catbird
Allegany,Animal,Birds,Mockingbirds and Thrashers,Mimus polyglottos,Northern Mockingbird
Allegany,Animal,Birds,Mockingbirds and Thrashers,Toxostoma rufum,Brown Thrasher
Allegany,Animal,Birds,Nightbirds,Chordeiles minor,Common Nighthawk
Allegany,Animal,Birds,Nuthatches,Sitta canadensis,Red-breasted Nuthatch
Allegany,Animal,Birds,Nuthatches,Sitta carolinensis,White-breasted Nuthatch
Allegany,Animal,Birds,Old World Sparrows,Passer domesticus,House Sparrow
Allegany,Animal,Birds,Owls,Aegolius acadicus,Northern Saw-whet Owl
Allegany,Animal,Birds,Owls,Asio flammeus,Short-eared Owl
Allegany,Animal,Birds,Owls,Bubo virginianus,Great Horned Owl
Allegany,Animal,Birds,Owls,Megascops asio,Eastern Screech-Owl
Allegany,Animal,Birds,Owls,Strix varia,Barred Owl
Allegany,Animal,Birds,Owls,Tyto alba,Barn Owl
Allegany,Animal,Birds,Pigeons and Doves,Columba livia,Rock Pigeon
Allegany,Animal,Birds,Pigeons and Doves,Zenaida macroura,Mourning Dove
Allegany,Animal,Birds,"Rails, Coots and Cranes",Gallinula galeata,Common Moorhen
Allegany,Animal,Birds,"Rails, Coots and Cranes",Porzana carolina,Sora
Allegany,Animal,Birds,"Rails, Coots and Cranes",Rallus limicola,Virginia Rail
Allegany,Animal,Birds,Sparrows and Towhees,Ammodramus henslowii,Henslow's Sparrow
Allegany,Animal,Birds,Sparrows and Towhees,Ammodramus savannarum,Grasshopper Sparrow
Allegany,Animal,Birds,Sparrows and Towhees,Junco hyemalis,Dark-eyed Junco
Allegany,Animal,Birds,Sparrows and Towhees,Melospiza georgiana,Swamp Sparrow
Allegany,Animal,Birds,Sparrows and Towhees,Melospiza melodia,Song Sparrow
